RANDOM SEQUENCES
n,threadId,lengthS,lengthT,MinCost
667,3,1035,3448,1681;
61,0,1035,2702,2429;
668,3,1035,2631,1743;
62,0,1035,1098,32298;
443,2,1035,2857,1671;
669,3,1035,4166,563;
63,0,1035,1282,645;
64,0,1035,5000,32298;
240,1,1035,2083,1874;
444,2,1035,1351,674;
445,2,1035,4166,3131;
670,3,1035,1612,1207;
241,1,1035,3125,842;
671,3,1035,2439,3965;
65,0,1035,1408,2127;
242,1,1035,3125,719;
66,0,1035,20000,3131;
446,2,1035,2272,1507;
672,3,1035,1538,794;
673,3,1035,3703,2124;
243,1,1035,2857,1353;
447,2,1035,5263,1879;
244,1,1035,1098,2679;
674,3,1035,3030,560;
245,1,1035,1351,684;
246,1,1035,2127,4228;
448,2,1035,3225,2027;
675,3,1035,1492,1242;
247,1,1035,1162,763;
676,3,1035,1219,590;
248,1,1035,3030,2217;
449,2,1035,1176,618;
677,3,1035,1369,591;
450,2,1035,50000,691;
678,3,1035,1960,2033;
249,1,1035,1515,1097;
679,3,1035,2777,788;
250,1,1035,2272,1805;
680,3,1035,5263,1365;
251,1,1035,1492,758;
252,1,1035,1282,648;
253,1,1035,2380,18965;
67,0,1035,3448,4228;
681,3,1035,20000,1455;
254,1,1035,2857,2424;
68,0,1035,11111,1871;
255,1,1035,1020,541;
256,1,1035,4166,3131;
257,1,1035,1298,654;
258,1,1035,2941,1950;
259,1,1035,1298,10076;
69,0,1035,7692,637;
260,1,1035,1538,789;
261,1,1035,33333,18965;
682,3,1035,1265,6657;
70,0,1035,100000,627;
683,3,1035,2000,1140;
684,3,1035,1724,919;
685,3,1035,1098,559;
686,3,1035,1428,728;
687,3,1035,100000,48965;
451,2,1035,1587,825;
452,2,1035,12500,32298;
262,1,1035,4166,3131;
263,1,1035,1666,884;
264,1,1035,10000,11465;
453,2,1035,5000,3965;
454,2,1035,1428,726;
455,2,1035,100000,8965;
265,1,1035,1470,743;
266,1,1035,2857,1880;
267,1,1035,7692,6657;
268,1,1035,20000,18965;
269,1,1035,1315,655;
270,1,1035,2222,1320;
271,1,1035,4761,3726;
272,1,1035,1694,908;
273,1,1035,4545,3510;
274,1,1035,1176,590;
275,1,1035,2777,1810;
276,1,1035,12500,98965;
71,0,1035,1041,543;
72,0,1035,1333,666;
73,0,1035,5263,98965;
688,3,1035,2564,11465;
277,1,1035,3703,1613;
689,3,1035,2857,4228;
74,0,1035,2272,2677;
278,1,1035,1041,1880;
690,3,1035,1123,537;
279,1,1035,1162,574;
691,3,1035,1754,592;
280,1,1035,1388,1351;
75,0,1035,1923,944;
692,3,1035,2439,697;
281,1,1035,1754,1078;
76,0,1035,1282,942;
282,1,1035,1000,651;
77,0,1035,100000,1503;
693,3,1035,2000,528;
283,1,1035,1000,531;
284,1,1035,1470,1138;
694,3,1035,7142,753;
285,1,1035,7142,6107;
695,3,1035,11111,6107;
286,1,1035,1176
